"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,893.120743576253
0.06999999999999999,893.1759877984093
0.13999999999999999,893.1759877984093
0.21000000000000002,893.4492799513141
0.27999999999999997,893.4492799513141
0.35,894.376942699902
0.42000000000000004,894.376942699902
0.49000000000000005,896.4072000038099
0.5599999999999999,896.4072000038099
0.63,896.4072000038099
0.7,896.5550364957944
0.77,896.5550364957944
0.8400000000000001,896.5550364957944
0.91,897.4474046959214
0.9800000000000001,897.4474046959214
1.05,895.8899258760601
1.1199999999999999,895.8899258760601
1.1900000000000002,895.8899258760601
1.26,895.1836489413323
1.33,895.1836489413323
1.4,894.0165602399503
1.47,894.0165602399503
1.54,888.2719626407919
1.6100000000000003,888.2719626407919
1.6800000000000002,888.2719626407919
1.7500000000000002,854.554086587853
1.82,854.554086587853
1.89,747.6587274057897
1.9600000000000002,747.6587274057897
2.0300000000000002,388.4068991916614
