"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.677067923775263E-4
7.0E-4,6.680173579287209E-4
0.0014,6.680173579287209E-4
0.0021000000000000003,6.680801803398195E-4
0.0028,6.680801803398195E-4
0.0035,6.680709615533629E-4
0.004200000000000001,6.680709615533629E-4
0.004900000000000001,6.681009459519059E-4
0.0056,6.681009459519059E-4
0.0063,6.681009459519059E-4
0.007,6.690356599667383E-4
0.0077,6.690356599667383E-4
0.008400000000000001,6.690356599667383E-4
0.0091,6.71217356407113E-4
0.009800000000000001,6.71217356407113E-4
0.0105,6.734906614799846E-4
0.0112,6.734906614799846E-4
0.0119,6.734906614799846E-4
0.0126,6.766302827160612E-4
0.013300000000000001,6.766302827160612E-4
0.014,6.782032904643425E-4
0.0147,6.782032904643425E-4
0.0154,6.797449749334401E-4
0.016100000000000003,6.797449749334401E-4
0.016800000000000002,6.797449749334401E-4
0.0175,6.89685742706068E-4
0.0182,6.89685742706068E-4
0.0189,7.532466745260356E-4
0.019600000000000003,7.532466745260356E-4
0.020300000000000002,0.0014463486349627704
