"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.672784526075457E-4
7.0E-4,6.673020236767399E-4
0.0014,6.673020236767399E-4
0.0021000000000000003,6.670846284010975E-4
0.0028,6.670846284010975E-4
0.0035,6.662538352913346E-4
0.004200000000000001,6.662538352913346E-4
0.004900000000000001,6.647284565327145E-4
0.0056,6.647284565327145E-4
0.0063,6.647284565327145E-4
0.007,6.647009817677133E-4
0.0077,6.647009817677133E-4
0.008400000000000001,6.647009817677133E-4
0.0091,6.665822559352971E-4
0.009800000000000001,6.665822559352971E-4
0.0105,6.678195507398001E-4
0.0112,6.678195507398001E-4
0.0119,6.678195507398001E-4
0.0126,6.675614876740653E-4
0.013300000000000001,6.675614876740653E-4
0.014,6.685156099497945E-4
0.0147,6.685156099497945E-4
0.0154,6.750842873096274E-4
0.016100000000000003,6.750842873096274E-4
0.016800000000000002,6.750842873096274E-4
0.0175,7.066614408457306E-4
0.0182,7.066614408457306E-4
0.0189,8.177401343222818E-4
0.019600000000000003,8.177401343222818E-4
0.020300000000000002,0.0015672688975382474
