"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.641376316478408E-4
7.0E-4,6.641365864607794E-4
0.0014,6.641365864607794E-4
0.0021000000000000003,6.640360153314609E-4
0.0028,6.640360153314609E-4
0.0035,6.635844192857096E-4
0.004200000000000001,6.635844192857096E-4
0.004900000000000001,6.623715857350264E-4
0.0056,6.623715857350264E-4
0.0063,6.623715857350264E-4
0.007,6.628629822448644E-4
0.0077,6.628629822448644E-4
0.008400000000000001,6.628629822448644E-4
0.0091,6.633488585187259E-4
0.009800000000000001,6.633488585187259E-4
0.0105,6.652406982964903E-4
0.0112,6.652406982964903E-4
0.0119,6.652406982964903E-4
0.0126,6.668085083326392E-4
0.013300000000000001,6.668085083326392E-4
0.014,6.679411759517773E-4
0.0147,6.679411759517773E-4
0.0154,6.718852890642635E-4
0.016100000000000003,6.718852890642635E-4
0.016800000000000002,6.718852890642635E-4
0.0175,6.959735159894932E-4
0.0182,6.959735159894932E-4
0.0189,7.914490047045377E-4
0.019600000000000003,7.914490047045377E-4
0.020300000000000002,0.001524432520451063
