"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.231205756898122E-4
7.0E-4,6.22934632274335E-4
0.0014,6.22934632274335E-4
0.0021000000000000003,6.225441422861416E-4
0.0028,6.225441422861416E-4
0.0035,6.216808214438644E-4
0.004200000000000001,6.216808214438644E-4
0.004900000000000001,6.209804428854611E-4
0.0056,6.209804428854611E-4
0.0063,6.209804428854611E-4
0.007,6.215125908152216E-4
0.0077,6.215125908152216E-4
0.008400000000000001,6.215125908152216E-4
0.0091,6.250193605512006E-4
0.009800000000000001,6.250193605512006E-4
0.0105,6.263293112563087E-4
0.0112,6.263293112563087E-4
0.0119,6.263293112563087E-4
0.0126,6.259015073944735E-4
0.013300000000000001,6.259015073944735E-4
0.014,6.294150695000853E-4
0.0147,6.294150695000853E-4
0.0154,6.48114931609107E-4
0.016100000000000003,6.48114931609107E-4
0.016800000000000002,6.48114931609107E-4
0.0175,7.116611454880703E-4
0.0182,7.116611454880703E-4
0.0189,8.679335227868834E-4
0.019600000000000003,8.679335227868834E-4
0.020300000000000002,0.001662621567328745
