"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,945.8746227948517
0.06999999999999999,946.2468385033748
0.13999999999999999,946.2468385033748
0.21000000000000002,946.6430056048475
0.27999999999999997,946.6430056048475
0.35,947.9237786438447
0.42000000000000004,947.9237786438447
0.49000000000000005,951.5382069978054
0.5599999999999999,951.5382069978054
0.63,951.5382069978054
0.7,951.4949365144897
0.77,951.4949365144897
0.8400000000000001,951.4949365144897
0.91,943.7338335716478
0.9800000000000001,943.7338335716478
1.05,941.9457407681501
1.1199999999999999,941.9457407681501
1.1900000000000002,941.9457407681501
1.26,943.9969785052089
1.33,943.9969785052089
1.4,941.2485011557684
1.47,941.2485011557684
1.54,926.1701430061464
1.6100000000000003,926.1701430061464
1.6800000000000002,926.1701430061464
1.7500000000000002,867.2924510543627
1.82,867.2924510543627
1.89,729.6393428891516
1.9600000000000002,729.6393428891516
2.0300000000000002,380.6537947703638
