"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,0.0013336532963756818
7.0E-4,0.0013320800389777746
0.0014,0.0013320800389777746
0.0021000000000000003,0.0013323554496421739
0.0028,0.0013323554496421739
0.0035,0.001332892527681339
0.004200000000000001,0.001332892527681339
0.004900000000000001,0.0013313691470694603
0.0056,0.0013313691470694603
0.0063,0.0013313691470694603
0.007,0.0013310595891081276
0.0077,0.0013310595891081276
0.008400000000000001,0.0013310595891081276
0.0091,0.0013305048542136687
0.009800000000000001,0.0013305048542136687
0.0105,0.0013277892815888176
0.0112,0.0013277892815888176
0.0119,0.0013277892815888176
0.0126,0.001324144430405994
0.013300000000000001,0.001324144430405994
0.014,0.0013239796704510537
0.0147,0.0013239796704510537
0.0154,0.0013352776975979414
0.016100000000000003,0.0013352776975979414
0.016800000000000002,0.0013352776975979414
0.0175,0.0013958019136824842
0.0182,0.0013958019136824842
0.0189,0.0015712955564392299
0.019600000000000003,0.0015712955564392299
0.020300000000000002,0.0035009896632065053
