"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.727077639549425E-4
7.0E-4,6.730043147471403E-4
0.0014,6.730043147471403E-4
0.0021000000000000003,6.732296482535879E-4
0.0028,6.732296482535879E-4
0.0035,6.73287262002822E-4
0.004200000000000001,6.73287262002822E-4
0.004900000000000001,6.735469132242444E-4
0.0056,6.735469132242444E-4
0.0063,6.735469132242444E-4
0.007,6.748567788650697E-4
0.0077,6.748567788650697E-4
0.008400000000000001,6.748567788650697E-4
0.0091,6.774390038561081E-4
0.009800000000000001,6.774390038561081E-4
0.0105,6.804974886837431E-4
0.0112,6.804974886837431E-4
0.0119,6.804974886837431E-4
0.0126,6.849636762261014E-4
0.013300000000000001,6.849636762261014E-4
0.014,6.8680603967143E-4
0.0147,6.8680603967143E-4
0.0154,6.885857278679076E-4
0.016100000000000003,6.885857278679076E-4
0.016800000000000002,6.885857278679076E-4
0.0175,6.944778477507477E-4
0.0182,6.944778477507477E-4
0.0189,7.420686953162821E-4
0.019600000000000003,7.420686953162821E-4
0.020300000000000002,0.0014109974078492127
