"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,106.63806254679308
0.06999999999999999,113.09742778904591
0.13999999999999999,113.09742778904591
0.21000000000000002,118.77791303513689
0.27999999999999997,118.77791303513689
0.35,132.31364921873472
0.42000000000000004,132.31364921873472
0.49000000000000005,160.28895971078435
0.5599999999999999,160.28895971078435
0.63,160.28895971078435
0.7,219.8270046722925
0.77,219.8270046722925
0.8400000000000001,219.8270046722925
0.91,301.9960265832642
0.9800000000000001,301.9960265832642
1.05,441.5136834142554
1.1199999999999999,441.5136834142554
1.1900000000000002,441.5136834142554
1.26,615.3305656932181
1.33,615.3305656932181
1.4,768.7947265226118
1.47,768.7947265226118
1.54,951.4306533284166
1.6100000000000003,951.4306533284166
1.6800000000000002,951.4306533284166
1.7500000000000002,1092.3632211601332
1.82,1092.3632211601332
1.89,1180.904625923624
1.9600000000000002,1180.904625923624
2.0300000000000002,672.3067813642127
