"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.081611715246665E-4
7.0E-4,6.081716183475839E-4
0.0014,6.081716183475839E-4
0.0021000000000000003,6.07775889915438E-4
0.0028,6.07775889915438E-4
0.0035,6.078798324727251E-4
0.004200000000000001,6.078798324727251E-4
0.004900000000000001,6.098216452798368E-4
0.0056,6.098216452798368E-4
0.0063,6.098216452798368E-4
0.007,6.115044324337593E-4
0.0077,6.115044324337593E-4
0.008400000000000001,6.115044324337593E-4
0.0091,6.154738209015034E-4
0.009800000000000001,6.154738209015034E-4
0.0105,6.172877853668894E-4
0.0112,6.172877853668894E-4
0.0119,6.172877853668894E-4
0.0126,6.200126801258269E-4
0.013300000000000001,6.200126801258269E-4
0.014,6.254369131757493E-4
0.0147,6.254369131757493E-4
0.0154,6.497055524269222E-4
0.016100000000000003,6.497055524269222E-4
0.016800000000000002,6.497055524269222E-4
0.0175,7.199380656230551E-4
0.0182,7.199380656230551E-4
0.0189,8.893008404742103E-4
0.019600000000000003,8.893008404742103E-4
0.020300000000000002,0.0016986291276381124
