"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.089797563894082E-4
7.0E-4,6.089228081933727E-4
0.0014,6.089228081933727E-4
0.0021000000000000003,6.084254188583667E-4
0.0028,6.084254188583667E-4
0.0035,6.082778217717959E-4
0.004200000000000001,6.082778217717959E-4
0.004900000000000001,6.107644108382346E-4
0.0056,6.107644108382346E-4
0.0063,6.107644108382346E-4
0.007,6.120800353676182E-4
0.0077,6.120800353676182E-4
0.008400000000000001,6.120800353676182E-4
0.0091,6.150700616533225E-4
0.009800000000000001,6.150700616533225E-4
0.0105,6.165542115460512E-4
0.0112,6.165542115460512E-4
0.0119,6.165542115460512E-4
0.0126,6.191668895373688E-4
0.013300000000000001,6.191668895373688E-4
0.014,6.236928709487936E-4
0.0147,6.236928709487936E-4
0.0154,6.469261414002671E-4
0.016100000000000003,6.469261414002671E-4
0.016800000000000002,6.469261414002671E-4
0.0175,7.158958646065072E-4
0.0182,7.158958646065072E-4
0.0189,8.826007257473378E-4
0.019600000000000003,8.826007257473378E-4
0.020300000000000002,0.001687140203008742
