"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.800051489819779E-4
7.0E-4,6.799608385567235E-4
0.0014,6.799608385567235E-4
0.0021000000000000003,6.795885772070116E-4
0.0028,6.795885772070116E-4
0.0035,6.787430177735638E-4
0.004200000000000001,6.787430177735638E-4
0.004900000000000001,6.7605849758654E-4
0.0056,6.7605849758654E-4
0.0063,6.7605849758654E-4
0.007,6.750100236657015E-4
0.0077,6.750100236657015E-4
0.008400000000000001,6.750100236657015E-4
0.0091,6.757063155600106E-4
0.009800000000000001,6.757063155600106E-4
0.0105,6.756668448279538E-4
0.0112,6.756668448279538E-4
0.0119,6.756668448279538E-4
0.0126,6.76305975263998E-4
0.013300000000000001,6.76305975263998E-4
0.014,6.765372366590579E-4
0.0147,6.765372366590579E-4
0.0154,6.772006637663484E-4
0.016100000000000003,6.772006637663484E-4
0.016800000000000002,6.772006637663484E-4
0.0175,6.90292806161184E-4
0.0182,6.90292806161184E-4
0.0189,7.636398921079218E-4
0.019600000000000003,7.636398921079218E-4
0.020300000000000002,0.001469105692552636
