"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,988.1693084587857
0.06999999999999999,988.3410760516306
0.13999999999999999,988.3410760516306
0.21000000000000002,989.0777285900385
0.27999999999999997,989.0777285900385
0.35,990.6720096157558
0.42000000000000004,990.6720096157558
0.49000000000000005,992.007330193224
0.5599999999999999,992.007330193224
0.63,992.007330193224
0.7,991.5161228867432
0.77,991.5161228867432
0.8400000000000001,991.5161228867432
0.91,987.347634660404
0.9800000000000001,987.347634660404
1.05,985.6066908659966
1.1199999999999999,985.6066908659966
1.1900000000000002,985.6066908659966
1.26,985.1322515472656
1.33,985.1322515472656
1.4,981.2125107106125
1.47,981.2125107106125
1.54,956.405991381894
1.6100000000000003,956.405991381894
1.6800000000000002,956.405991381894
1.7500000000000002,880.737703015442
1.82,880.737703015442
1.89,727.568976429181
1.9600000000000002,727.568976429181
2.0300000000000002,379.0456865414275
