"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,56.279991898504186
0.06999999999999999,57.80601646900913
0.13999999999999999,57.80601646900913
0.21000000000000002,60.755109583431576
0.27999999999999997,60.755109583431576
0.35,66.637041357277
0.42000000000000004,66.637041357277
0.49000000000000005,77.33085204823884
0.5599999999999999,77.33085204823884
0.63,77.33085204823884
0.7,103.0477065946668
0.77,103.0477065946668
0.8400000000000001,103.0477065946668
0.91,142.31204983670594
0.9800000000000001,142.31204983670594
1.05,217.1476186468723
1.1199999999999999,217.1476186468723
1.1900000000000002,217.1476186468723
1.26,338.81680926303824
1.33,338.81680926303824
1.4,478.8020030482531
1.47,478.8020030482531
1.54,692.3373090770816
1.6100000000000003,692.3373090770816
1.6800000000000002,692.3373090770816
1.7500000000000002,886.2690110722338
1.82,886.2690110722338
1.89,1027.3611295460423
1.9600000000000002,1027.3611295460423
2.0300000000000002,653.6357503232365
