"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,7.01829487428396E-4
7.0E-4,7.01720771894825E-4
0.0014,7.01720771894825E-4
0.0021000000000000003,7.014947409696435E-4
0.0028,7.014947409696435E-4
0.0035,7.007720739674092E-4
0.004200000000000001,7.007720739674092E-4
0.004900000000000001,6.97648966515851E-4
0.0056,6.97648966515851E-4
0.0063,6.97648966515851E-4
0.007,6.961755140620546E-4
0.0077,6.961755140620546E-4
0.008400000000000001,6.961755140620546E-4
0.0091,6.959070251895943E-4
0.009800000000000001,6.959070251895943E-4
0.0105,6.94003614250418E-4
0.0112,6.94003614250418E-4
0.0119,6.94003614250418E-4
0.0126,6.93253974590507E-4
0.013300000000000001,6.93253974590507E-4
0.014,6.914319369571437E-4
0.0147,6.914319369571437E-4
0.0154,6.89413486233993E-4
0.016100000000000003,6.89413486233993E-4
0.016800000000000002,6.89413486233993E-4
0.0175,6.88423862354281E-4
0.0182,6.88423862354281E-4
0.0189,7.045796757450868E-4
0.019600000000000003,7.045796757450868E-4
0.020300000000000002,0.0012712490409097189
