"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.71235687733371E-4
7.0E-4,6.713519242720568E-4
0.0014,6.713519242720568E-4
0.0021000000000000003,6.712495723260823E-4
0.0028,6.712495723260823E-4
0.0035,6.70822775019736E-4
0.004200000000000001,6.70822775019736E-4
0.004900000000000001,6.690582008052714E-4
0.0056,6.690582008052714E-4
0.0063,6.690582008052714E-4
0.007,6.691035464673094E-4
0.0077,6.691035464673094E-4
0.008400000000000001,6.691035464673094E-4
0.0091,6.720348608225097E-4
0.009800000000000001,6.720348608225097E-4
0.0105,6.733303786017614E-4
0.0112,6.733303786017614E-4
0.0119,6.733303786017614E-4
0.0126,6.750490566895037E-4
0.013300000000000001,6.750490566895037E-4
0.014,6.758412921615874E-4
0.0147,6.758412921615874E-4
0.0154,6.774739475886018E-4
0.016100000000000003,6.774739475886018E-4
0.016800000000000002,6.774739475886018E-4
0.0175,6.922867793886336E-4
0.0182,6.922867793886336E-4
0.0189,7.704048017698052E-4
0.019600000000000003,7.704048017698052E-4
0.020300000000000002,0.0014826255390796336
