"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.835772692801602E-4
7.0E-4,6.830261759775445E-4
0.0014,6.830261759775445E-4
0.0021000000000000003,6.832197946523494E-4
0.0028,6.832197946523494E-4
0.0035,6.829415270467118E-4
0.004200000000000001,6.829415270467118E-4
0.004900000000000001,6.809919880464518E-4
0.0056,6.809919880464518E-4
0.0063,6.809919880464518E-4
0.007,6.807152420741308E-4
0.0077,6.807152420741308E-4
0.008400000000000001,6.807152420741308E-4
0.0091,6.82119132250457E-4
0.009800000000000001,6.82119132250457E-4
0.0105,6.825333954186771E-4
0.0112,6.825333954186771E-4
0.0119,6.825333954186771E-4
0.0126,6.843193746268638E-4
0.013300000000000001,6.843193746268638E-4
0.014,6.843488247056033E-4
0.0147,6.843488247056033E-4
0.0154,6.841354199328365E-4
0.016100000000000003,6.841354199328365E-4
0.016800000000000002,6.841354199328365E-4
0.0175,6.87916443467606E-4
0.0182,6.87916443467606E-4
0.0189,7.291761931179883E-4
0.019600000000000003,7.291761931179883E-4
0.020300000000000002,0.001380860373148945
