"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.868837093827993E-4
7.0E-4,6.869357563513036E-4
0.0014,6.869357563513036E-4
0.0021000000000000003,6.864032594009247E-4
0.0028,6.864032594009247E-4
0.0035,6.852983552247153E-4
0.004200000000000001,6.852983552247153E-4
0.004900000000000001,6.851679238248892E-4
0.0056,6.851679238248892E-4
0.0063,6.851679238248892E-4
0.007,6.838051069186459E-4
0.0077,6.838051069186459E-4
0.008400000000000001,6.838051069186459E-4
0.0091,6.836740965267659E-4
0.009800000000000001,6.836740965267659E-4
0.0105,6.83376039828456E-4
0.0112,6.83376039828456E-4
0.0119,6.83376039828456E-4
0.0126,6.841243461837618E-4
0.013300000000000001,6.841243461837618E-4
0.014,6.841308136057818E-4
0.0147,6.841308136057818E-4
0.0154,6.837717602971197E-4
0.016100000000000003,6.837717602971197E-4
0.016800000000000002,6.837717602971197E-4
0.0175,6.897559139579667E-4
0.0182,6.897559139579667E-4
0.0189,7.424159031300294E-4
0.019600000000000003,7.424159031300294E-4
0.020300000000000002,0.0014212120753209132
