"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.6178159222838E-4
7.0E-4,6.614135230996386E-4
0.0014,6.614135230996386E-4
0.0021000000000000003,6.61074137194413E-4
0.0028,6.61074137194413E-4
0.0035,6.60073126728043E-4
0.004200000000000001,6.60073126728043E-4
0.004900000000000001,6.583570671871619E-4
0.0056,6.583570671871619E-4
0.0063,6.583570671871619E-4
0.007,6.578446814769382E-4
0.0077,6.578446814769382E-4
0.008400000000000001,6.578446814769382E-4
0.0091,6.585828339112646E-4
0.009800000000000001,6.585828339112646E-4
0.0105,6.590830825599027E-4
0.0112,6.590830825599027E-4
0.0119,6.590830825599027E-4
0.0126,6.602448708186932E-4
0.013300000000000001,6.602448708186932E-4
0.014,6.616883831092634E-4
0.0147,6.616883831092634E-4
0.0154,6.701271717838523E-4
0.016100000000000003,6.701271717838523E-4
0.016800000000000002,6.701271717838523E-4
0.0175,7.064832157581008E-4
0.0182,7.064832157581008E-4
0.0189,8.288439133139787E-4
0.019600000000000003,8.288439133139787E-4
0.020300000000000002,0.0015929233501540895
