"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,0.011883852216516064
7.0E-4,0.011479033750213467
0.0014,0.011479033750213467
0.0021000000000000003,0.010997113697486053
0.0028,0.010997113697486053
0.0035,0.010216496756696584
0.004200000000000001,0.010216496756696584
0.004900000000000001,0.009167456248427628
0.0056,0.009167456248427628
0.0063,0.009167456248427628
0.007,0.007588919323016562
0.0077,0.007588919323016562
0.008400000000000001,0.007588919323016562
0.0091,0.006226911940650334
0.009800000000000001,0.006226911940650334
0.0105,0.004939574731755596
0.0112,0.004939574731755596
0.0119,0.004939574731755596
0.0126,0.0038309278576279487
0.013300000000000001,0.0038309278576279487
0.014,0.003034887690532773
0.0147,0.003034887690532773
0.0154,0.002340485482132063
0.016100000000000003,0.002340485482132063
0.016800000000000002,0.002340485482132063
0.0175,0.0019687135765584893
0.0182,0.0019687135765584893
0.0189,0.001844621029907561
0.019600000000000003,0.001844621029907561
0.020300000000000002,0.003608612198303134
