"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,0.014749133951197481
7.0E-4,0.014283972366800441
0.0014,0.014283972366800441
0.0021000000000000003,0.01368775159634008
0.0028,0.01368775159634008
0.0035,0.01271658040671288
0.004200000000000001,0.01271658040671288
0.004900000000000001,0.011311071525324077
0.0056,0.011311071525324077
0.0063,0.011311071525324077
0.007,0.008989214800167759
0.0077,0.008989214800167759
0.008400000000000001,0.008989214800167759
0.0091,0.006952626365022867
0.009800000000000001,0.006952626365022867
0.0105,0.005131824310076356
0.0112,0.005131824310076356
0.0119,0.005131824310076356
0.0126,0.0038702822979379023
0.013300000000000001,0.0038702822979379023
0.014,0.0031509128501722833
0.0147,0.0031509128501722833
0.0154,0.002580553988486489
0.016100000000000003,0.002580553988486489
0.016800000000000002,0.002580553988486489
0.0175,0.0022534977750468797
0.0182,0.0022534977750468797
0.0189,0.002110429148471949
0.019600000000000003,0.002110429148471949
0.020300000000000002,0.0038116796280876692
