"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.666774193504091E-4
7.0E-4,6.664112806729212E-4
0.0014,6.664112806729212E-4
0.0021000000000000003,6.66202828920943E-4
0.0028,6.66202828920943E-4
0.0035,6.653681340113226E-4
0.004200000000000001,6.653681340113226E-4
0.004900000000000001,6.637941642366117E-4
0.0056,6.637941642366117E-4
0.0063,6.637941642366117E-4
0.007,6.636246092202287E-4
0.0077,6.636246092202287E-4
0.008400000000000001,6.636246092202287E-4
0.0091,6.652527864259323E-4
0.009800000000000001,6.652527864259323E-4
0.0105,6.661816050095354E-4
0.0112,6.661816050095354E-4
0.0119,6.661816050095354E-4
0.0126,6.663246540483111E-4
0.013300000000000001,6.663246540483111E-4
0.014,6.676103568286525E-4
0.0147,6.676103568286525E-4
0.0154,6.753953993547769E-4
0.016100000000000003,6.753953993547769E-4
0.016800000000000002,6.753953993547769E-4
0.0175,7.089775165071365E-4
0.0182,7.089775165071365E-4
0.0189,8.262150326017399E-4
0.019600000000000003,8.262150326017399E-4
0.020300000000000002,0.0015858052255148633
