"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.664302262833581E-4
7.0E-4,6.664661248183594E-4
0.0014,6.664661248183594E-4
0.0021000000000000003,6.660142613625755E-4
0.0028,6.660142613625755E-4
0.0035,6.649626419386197E-4
0.004200000000000001,6.649626419386197E-4
0.004900000000000001,6.631626798164405E-4
0.0056,6.631626798164405E-4
0.0063,6.631626798164405E-4
0.007,6.624494900581132E-4
0.0077,6.624494900581132E-4
0.008400000000000001,6.624494900581132E-4
0.0091,6.625557340313796E-4
0.009800000000000001,6.625557340313796E-4
0.0105,6.631693571120398E-4
0.0112,6.631693571120398E-4
0.0119,6.631693571120398E-4
0.0126,6.624522401381948E-4
0.013300000000000001,6.624522401381948E-4
0.014,6.62738636783464E-4
0.0147,6.62738636783464E-4
0.0154,6.674143686810079E-4
0.016100000000000003,6.674143686810079E-4
0.016800000000000002,6.674143686810079E-4
0.0175,6.950225994936369E-4
0.0182,6.950225994936369E-4
0.0189,7.982119762131371E-4
0.019600000000000003,7.982119762131371E-4
0.020300000000000002,0.001533350971619556
