"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.503479055544359E-4
7.0E-4,6.504669773149203E-4
0.0014,6.504669773149203E-4
0.0021000000000000003,6.498757077138431E-4
0.0028,6.498757077138431E-4
0.0035,6.486513842177037E-4
0.004200000000000001,6.486513842177037E-4
0.004900000000000001,6.462807143046252E-4
0.0056,6.462807143046252E-4
0.0063,6.462807143046252E-4
0.007,6.459874132255411E-4
0.0077,6.459874132255411E-4
0.008400000000000001,6.459874132255411E-4
0.0091,6.509547987694205E-4
0.009800000000000001,6.509547987694205E-4
0.0105,6.522067616007183E-4
0.0112,6.522067616007183E-4
0.0119,6.522067616007183E-4
0.0126,6.508519147032332E-4
0.013300000000000001,6.508519147032332E-4
0.014,6.524647690770243E-4
0.0147,6.524647690770243E-4
0.0154,6.631983339330853E-4
0.016100000000000003,6.631983339330853E-4
0.016800000000000002,6.631983339330853E-4
0.0175,7.083276558488704E-4
0.0182,7.083276558488704E-4
0.0189,8.422044576554615E-4
0.019600000000000003,8.422044576554615E-4
0.020300000000000002,0.0016140934754574985
