"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,1051.9662641226705
0.06999999999999999,1052.6754801128352
0.13999999999999999,1052.6754801128352
0.21000000000000002,1053.0252694977096
0.27999999999999997,1053.0252694977096
0.35,1052.4316499018869
0.42000000000000004,1052.4316499018869
0.49000000000000005,1049.7114011047927
0.5599999999999999,1049.7114011047927
0.63,1049.7114011047927
0.7,1046.7412430289235
0.77,1046.7412430289235
0.8400000000000001,1046.7412430289235
0.91,1039.591483345997
0.9800000000000001,1039.591483345997
1.05,1037.1434441804188
1.1199999999999999,1037.1434441804188
1.1900000000000002,1037.1434441804188
1.26,1033.0335745110515
1.33,1033.0335745110515
1.4,1023.352457710261
1.47,1023.352457710261
1.54,985.4695700529894
1.6100000000000003,985.4695700529894
1.6800000000000002,985.4695700529894
1.7500000000000002,889.5684129367124
1.82,889.5684129367124
1.89,720.530885546601
1.9600000000000002,720.530885546601
2.0300000000000002,377.08848571031166
