"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,236.79632852890137
0.06999999999999999,236.51198488763964
0.13999999999999999,236.51198488763964
0.21000000000000002,239.97192607674825
0.27999999999999997,239.97192607674825
0.35,248.09224939666984
0.42000000000000004,248.09224939666984
0.49000000000000005,263.690392549946
0.5599999999999999,263.690392549946
0.63,263.690392549946
0.7,305.43625829219246
0.77,305.43625829219246
0.8400000000000001,305.43625829219246
0.91,370.9798152218306
0.9800000000000001,370.9798152218306
1.05,521.445073679813
1.1199999999999999,521.445073679813
1.1900000000000002,521.445073679813
1.26,814.447825338285
1.33,814.447825338285
1.4,1128.546616270987
1.47,1128.546616270987
1.54,1516.2167494810058
1.6100000000000003,1516.2167494810058
1.6800000000000002,1516.2167494810058
1.7500000000000002,1672.6085526226088
1.82,1672.6085526226088
1.89,1559.9300329885496
1.9600000000000002,1559.9300329885496
2.0300000000000002,668.7849369734562
