"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,0.00269824020349958
7.0E-4,0.0022027591197764985
0.0014,0.0022027591197764985
0.0021000000000000003,0.002204119946008899
0.0028,0.002204119946008899
0.0035,0.0021582048170204703
0.004200000000000001,0.0021582048170204703
0.004900000000000001,0.0017605771073482357
0.0056,0.0017605771073482357
0.0063,0.0017605771073482357
0.007,0.001587391166089663
0.0077,0.001587391166089663
0.008400000000000001,0.001587391166089663
0.0091,0.0014958834822035275
0.009800000000000001,0.0014958834822035275
0.0105,0.0014075329840951606
0.0112,0.0014075329840951606
0.0119,0.0014075329840951606
0.0126,0.0013843886640124885
0.013300000000000001,0.0013843886640124885
0.014,0.0013805152047104208
0.0147,0.0013805152047104208
0.0154,0.0013951055349198955
0.016100000000000003,0.0013951055349198955
0.016800000000000002,0.0013951055349198955
0.0175,0.0014662864738027998
0.0182,0.0014662864738027998
0.0189,0.001660119979296525
0.019600000000000003,0.001660119979296525
0.020300000000000002,0.003748824788510684
