"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,952.2950272788515
0.06999999999999999,952.9063621044386
0.13999999999999999,952.9063621044386
0.21000000000000002,953.2611159144919
0.27999999999999997,953.2611159144919
0.35,954.5114684946434
0.42000000000000004,954.5114684946434
0.49000000000000005,956.550810794425
0.5599999999999999,956.550810794425
0.63,956.550810794425
0.7,956.6233871803997
0.77,956.6233871803997
0.8400000000000001,956.6233871803997
0.91,952.1171191596279
0.9800000000000001,952.1171191596279
1.05,950.6979731277246
1.1199999999999999,950.6979731277246
1.1900000000000002,950.6979731277246
1.26,951.7694468919951
1.33,951.7694468919951
1.4,948.4935740105675
1.47,948.4935740105675
1.54,932.4471692981983
1.6100000000000003,932.4471692981983
1.6800000000000002,932.4471692981983
1.7500000000000002,869.8169644163016
1.82,869.8169644163016
1.89,730.1558993965841
1.9600000000000002,730.1558993965841
2.0300000000000002,380.78276045288584
