"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,0.056827922498518355
7.0E-4,0.056591484099332096
0.0014,0.056591484099332096
0.0021000000000000003,0.054524320813121856
0.0028,0.054524320813121856
0.0035,0.05229493991712412
0.004200000000000001,0.05229493991712412
0.004900000000000001,0.04900257997270226
0.0056,0.04900257997270226
0.0063,0.04900257997270226
0.007,0.04193183291843687
0.0077,0.04193183291843687
0.008400000000000001,0.04193183291843687
0.0091,0.03393133038134674
0.009800000000000001,0.03393133038134674
0.0105,0.023956794130887082
0.0112,0.023956794130887082
0.0119,0.023956794130887082
0.0126,0.01553111722839588
0.013300000000000001,0.01553111722839588
0.014,0.010558211664934095
0.0147,0.010558211664934095
0.0154,0.006470517400676809
0.016100000000000003,0.006470517400676809
0.016800000000000002,0.006470517400676809
0.0175,0.004495014331818625
0.0182,0.004495014331818625
0.0189,0.0036166230447524125
0.019600000000000003,0.0036166230447524125
0.020300000000000002,0.0049492609167079695
