"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,874.5135836144315
0.06999999999999999,874.5370605688754
0.13999999999999999,874.5370605688754
0.21000000000000002,874.5522626369735
0.27999999999999997,874.5522626369735
0.35,874.9178576075309
0.42000000000000004,874.9178576075309
0.49000000000000005,877.5070884787676
0.5599999999999999,877.5070884787676
0.63,877.5070884787676
0.7,877.0982098897581
0.77,877.0982098897581
0.8400000000000001,877.0982098897581
0.91,874.4523979072478
0.9800000000000001,874.4523979072478
1.05,872.3980766037033
1.1199999999999999,872.3980766037033
1.1900000000000002,872.3980766037033
1.26,869.5817304376492
1.33,869.5817304376492
1.4,868.2669381995781
1.47,868.2669381995781
1.54,866.1468754294815
1.6100000000000003,866.1468754294815
1.6800000000000002,866.1468754294815
1.7500000000000002,848.9342982794243
1.82,848.9342982794243
1.89,766.8811361090525
1.9600000000000002,766.8811361090525
2.0300000000000002,398.6943867269227
