"Line Probe: Direction [1,0,0] (cm)","Line Probe: Temperature (K)"
234.26986799999997,942.3451239469485
234.51189599999998,942.3162613277973
234.75392399999996,942.414304200217
234.99595199999996,945.0873966140567
235.23797999999996,944.9259787718779
235.48000799999994,946.1117472856698
235.72203599999997,946.0146992753769
235.96406399999998,945.4819382477448
236.20609199999998,944.0000846896519
236.44811999999996,943.942196854353
236.69014799999997,943.4853013064003
236.932176,942.9884902383117
237.174204,944.9383367812394
237.41623199999998,949.8129982837207
237.65825999999998,971.1838857381954
237.900288,1029.216317921627
238.14231599999997,1034.3742315980858
238.38434399999997,1035.7003740912266
238.62637199999995,1034.4486998805178
238.86839999999995,1022.1403768301511
239.11042799999998,998.7489523053778
239.352456,998.5708769747407
239.594484,998.8844817825405
239.83651199999997,988.6015334921333
240.07853999999998,966.273805150751
240.32056799999995,943.1376805438668
240.562596,935.909029764706
240.804624,935.3267781211221
241.046652,934.8266789174505
241.28867999999997,936.042981255801
241.53070799999998,936.0505093423836
241.77273599999998,935.7655041620628
242.01476399999996,936.2416965134726
242.25679199999996,939.5615530726561
242.49881999999997,950.1012527964948
242.740848,985.431310488855
242.98287599999998,988.9503834213745
243.22490399999998,989.5082749797207
243.46693199999999,992.3161054771581
243.70895999999996,995.0940058798985
243.950988,996.9404045798713
244.193016,1004.3926067630157
244.435044,1005.1626407152532
244.67707199999998,1004.8618658654324
244.9191,994.6548093228336
245.161128,974.0529575951293
245.40315599999997,954.532928617878
245.64518399999997,944.3880741275298
245.88721199999995,944.3475552433393
246.12924,942.1292218542602
246.371268,938.1569425486701
246.613296,935.5743745907291
246.855324,934.793398402304
247.09735199999997,934.7659072121669
247.33937999999998,935.2415751525846
247.581408,939.4395628462412
247.82343600000002,940.4496916541348
248.065464,940.4310788046284
248.307492,942.0288860323249
248.54951999999997,945.0040777178841
248.79154799999998,951.0242861569704
249.03357599999998,953.5204163201126
249.27560399999996,953.7822102880893
258.714696,943.652137143809
258.956724,941.3159710702291
259.198752,941.6207613387218
259.44077999999996,941.2853812044904
259.68280799999997,931.4801199732226
259.92483599999997,931.4706248643512
260.166864,931.9928061222301
260.408892,932.1146922468259
260.65092,931.4802505904654
260.892948,927.6196724316287
261.134976,927.2311776114523
261.377004,927.2649667121993
261.619032,927.6534604152067
261.86105999999995,929.4771216282669
262.10308799999996,935.7825674307608
262.345116,937.9841956248439
262.587144,937.7146381757317
262.82917199999997,937.498380011739
263.0712,938.6584539956359
263.313228,940.2915140470532
263.555256,941.1728999403604
263.797284,940.4848895236997
264.03931199999994,940.7663832793376
264.28133999999994,942.2844721363867
264.523368,951.4931061253201
264.76539599999995,954.899122411858
265.00742399999996,955.9770214208808
265.24945199999996,954.2005363795093
265.49147999999997,948.6012411589163
249.51763199999996,953.6559384520124
249.75965999999997,940.7039144195596
250.00168799999994,936.904188795006
250.24371599999998,936.1169140400598
250.48574399999998,936.7947229602239
250.727772,937.095498646543
250.96979999999996,937.8518215890193
251.21182799999997,941.8945624525561
251.45385599999997,941.9140128578968
251.695884,941.9308786017764
251.93791199999998,942.7835394811087
252.17994,944.4358256941491
252.421968,951.1515347356772
252.66399599999997,956.5803549519186
252.90602399999997,958.9218088887151
253.14805199999995,959.8761203695501
253.39007999999995,957.3183031954724
253.63210799999996,954.7785119189814
253.874136,950.8046865484138
254.116164,950.5509948756394
254.35819199999997,951.0047041857575
254.60021999999998,969.0784705883566
254.84224799999996,986.9317217428065
255.08427600000002,997.5884331828199
255.326304,998.9686883684269
255.568332,997.4881712803282
255.81035999999997,990.2688862355025
256.052388,945.3770985337501
256.29441599999996,935.5388201655109
256.53644399999996,933.8696160159566
256.77847199999997,936.8457840890868
257.02049999999997,951.1510525241684
257.262528,979.1782261739413
257.504556,1002.5307533614782
257.746584,1003.042679619193
257.988612,1001.9747734132724
258.23064,984.8177313381665
258.47266799999994,958.910043012295
210.551124,939.6200718218442
210.79315199999996,939.8835708047435
211.03517999999997,931.101006082926
211.277208,930.2913573005882
211.519236,930.0886785158328
211.76126399999998,930.6476995763828
212.003292,931.3575743020201
212.24531999999996,931.9699654550651
212.48734799999997,931.9487111409289
212.72937599999997,932.1113511854101
212.97140399999995,932.6547604211701
213.213432,935.4690785662148
213.45546,937.2745175852334
213.697488,937.211926826103
213.93951599999997,939.1012096988085
214.18154399999997,939.2874375334421
214.42357199999998,939.6720336781138
214.6656,947.0018109270094
214.907628,947.6812467530314
215.149656,947.2865524682
215.391684,946.2697194750887
215.63371199999997,945.082157066055
215.87573999999998,942.4363779179495
216.11776799999998,941.1789575913972
216.35979599999996,940.8019961666905
216.60182399999997,940.695554660347
216.84385199999994,940.11058716414
217.08588,938.8059256370841
217.32790799999998,937.5734283188468
217.56993599999998,937.4947298330452
217.811964,937.5557409621355
203.53231199999996,926.0833655341179
203.77434,925.0770714027128
204.016368,920.2799996423445
204.258396,920.2090687027857
204.50042399999998,920.3228130032936
204.742452,919.2339116280547
204.98447999999996,915.683699844259
205.22650799999997,912.9860711538179
205.46853599999997,912.3596095491306
205.71056399999995,912.3576971711038
205.952592,912.6118387480343
206.19462,924.1938451832197
206.436648,926.4029581395359
206.67867599999997,926.702403996201
206.92070399999997,926.9581782253615
207.16273199999998,927.432475876376
207.40476,927.396381114129
207.646788,925.1151101358089
207.888816,925.4005792623769
208.130844,925.6154731151535
208.37287199999997,925.4623484012975
208.61489999999998,925.4788362353393
208.85692799999998,931.7095560097314
209.09895599999996,931.8094457612416
209.34098399999996,932.044611522943
209.583012,932.4403576250602
209.82504,934.9856869007563
210.06706799999998,936.8837266815365
210.30909599999998,938.774763030804
218.05399199999997,938.4835103673424
218.29601999999997,941.1606562821787
218.538048,943.7914400111539
218.780076,943.4669465371163
219.02210399999998,942.8934825026884
219.264132,941.8842638476671
219.50615999999997,934.086966706831
219.74818799999997,933.2570397683896
219.99021599999998,933.2476364158972
220.23224399999995,933.5446589702391
220.47427199999996,934.1644002075901
220.7163,934.783095850968
220.958328,933.7875589206133
221.20035599999997,933.8864029916463
221.44238399999998,934.4862035601064
221.68441199999998,945.1909270566663
221.92644,953.1636618340876
222.168468,958.2214970268851
222.410496,959.8756487724814
222.652524,958.4470733688269
222.89455199999998,952.0240129929095
223.13657999999998,936.8476533023243
223.37860799999999,935.1028367176261
223.62063599999996,935.1938904397415
223.86266399999997,936.7715081903025
224.10469199999994,939.1202463908393
224.34672,937.5864665242124
224.58874799999998,937.8460163509762
224.830776,938.1685652564372
225.072804,939.4071232657533
225.31483199999997,941.1867491484012
225.55685999999997,944.7170896208352
225.798888,947.453470705392
226.040916,946.9487738388431
226.282944,946.4207412639015
226.524972,942.1901755729476
226.76699999999997,938.7896174374055
227.00902799999997,936.0519368719026
227.25105599999998,934.8699560565956
227.49308399999995,934.5217975889282
227.73511199999996,935.7689827688953
227.97714,947.2376746611818
228.219168,947.908213985944
228.46119599999997,947.7226434666036
228.70322399999998,947.454881201172
228.94525199999998,947.8776742918369
229.18727999999996,950.2645367914243
229.429308,953.9611283279411
229.671336,954.0262541138378
229.913364,955.5332059284858
230.15539199999998,996.6710775544748
230.39741999999998,1027.8479000284717
230.639448,1039.9938488736768
230.88147599999996,1042.7588946432465
231.12350399999997,1041.4053352875458
231.36553199999994,996.9109801270839
231.60756,951.973778067929
231.84958799999998,935.1075215731848
232.091616,929.2788508957135
232.333644,929.1389277522287
232.57567199999997,930.3163364693614
232.8177,940.7078541881749
233.059728,941.4062427546415
233.301756,941.7695122400058
233.543784,942.2446166955253
233.785812,942.5891453945837
234.02783999999997,943.492844565455
282.19141199999996,908.760958990243
282.43343999999996,908.9839694247842
282.67546799999997,907.8859036230306
282.91749599999997,909.8011648167482
283.1595239999999,910.9447714955633
283.401552,910.3769560606379
283.64358,909.233837512647
283.885608,912.1513928657831
284.12763599999994,922.7944784220736
284.369664,923.1129264320658
284.611692,922.7132735144993
284.85372,907.9205233942951
285.095748,880.618908908824
285.33777599999996,857.1787828766395
285.57980399999997,845.288758635208
285.821832,845.663342661372
286.06386,845.7732519410125
286.305888,841.8882006947141
286.54791599999993,839.6002972327381
286.78994399999993,838.5324001441363
287.031972,837.9522542580204
287.274,837.8406676907272
265.733508,933.8572931460303
265.975536,919.9435863616336
266.217564,919.3674825659019
266.459592,919.9657711615087
266.70162,929.119535807238
266.943648,939.4645886579706
267.185676,945.6123020476051
267.42770399999995,947.4647830121993
267.66973199999995,947.1291642627795
267.91175999999996,940.6291125716497
268.15378799999996,933.0907296789109
268.39581599999997,927.3876679708858
268.637844,924.7126493658951
268.879872,924.1136198429277
269.1219,922.798545046611
269.363928,915.7426258700829
269.605956,915.00199114395
269.847984,914.520508787841
270.090012,913.5616453683285
270.33204,913.351778493034
270.574068,916.7027241525266
270.81609599999996,915.1798626588007
271.05812399999996,914.8934109751032
271.30015199999997,914.9099019887465
271.54218,917.6193045539776
271.784208,919.859381953576
272.0262359999999,920.9988867535365
272.268264,921.7592997369229
272.510292,922.021879235732
272.75232,922.5156937200296
272.99434799999995,927.070102234469
273.236376,927.7087040086373
273.478404,927.9151075182808
273.720432,928.113404489176
273.96245999999996,927.0590824197175
274.20448799999997,923.0445552398407
274.446516,918.928907904552
274.688544,918.7483452977664
274.930572,918.4478352477122
275.1726,920.2524970813943
275.41462799999994,923.8778604188558
275.65665599999994,925.6121003542198
275.898684,925.1790997030615
276.140712,924.6514167475547
276.38273999999996,922.1314464267897
276.624768,920.9669403993914
276.866796,920.6435167412359
277.108824,919.7753668552992
277.350852,919.4265814971706
277.59288,917.2793413419746
277.834908,899.1031425072308
278.076936,897.0498434036332
278.318964,896.3398380670128
278.56099199999994,895.9191650813926
278.80301999999995,896.9242295144505
279.04504799999995,910.0483628385406
279.287076,916.976838263849
279.52910399999996,917.5582182000945
279.77113199999997,917.8068255952375
280.01315999999997,914.426437461457
280.255188,918.3147728598212
280.497216,920.9328728570539
280.739244,919.9910234340981
280.981272,919.6214617439219
281.2233,919.4752718042179
281.465328,912.2541927610326
281.707356,909.1832437945376
281.94938399999995,908.7044866095031
177.39328799999998,1731.453914725172
177.63531599999996,1730.368561011239
177.877344,1728.18222436569
178.11937199999997,1692.161672209679
178.36139999999997,1668.6453436060322
178.60342799999998,1671.0595276597655
178.84545599999998,1643.8617543405546
179.087484,1531.9278605254244
179.32951199999997,1126.6913139249052
179.57153999999997,879.4194335958717
179.81356799999998,879.2784215356932
180.05559599999998,879.0307476436417
180.29762399999998,878.5611490275539
180.539652,878.7442660307862
180.78168,881.1554166523769
181.02370799999997,886.4416082560081
181.26573599999998,886.5341549866604
181.50776399999998,886.5093720892443
181.74979199999999,892.4889697117225
181.99182,900.4217250699703
182.233848,908.2849992727847
182.475876,908.0799397888948
182.71790399999998,909.0704521075119
182.95993199999998,907.721347145182
183.20195999999996,902.8334831193456
183.443988,899.3333658474248
183.686016,899.0317920889069
183.92804399999997,899.9902499268155
184.170072,898.1568719261801
184.41209999999998,882.523668590923
184.654128,878.660564891659
184.89615599999996,877.9629171439146
185.138184,878.0556590531285
185.38021199999997,878.9474454638221
170.37447599999996,1715.8939822252846
170.616504,1708.357783898356
170.85853199999997,1698.1346185791294
171.10055999999997,1688.9116194822675
171.34258799999998,1690.535179505119
171.58461599999998,1695.461594692137
171.826644,1714.1463262967482
172.06867199999996,1723.758930039752
172.3107,1728.8966229235853
172.55272799999997,1715.7313085169083
172.79475599999998,1698.4439938070072
173.03678399999998,1668.7206653274216
173.278812,1612.7374209392572
173.52084,1592.0068798156626
173.76286799999997,1570.9691194972984
174.00489599999997,1568.5322636046317
174.24692399999998,1571.3753429607812
174.48895199999998,1585.6829220435159
174.73098,1587.1083266396988
174.973008,1584.6999814290657
175.215036,1578.4085181701391
175.45706399999997,1578.7885884716288
175.69909199999998,1579.5013952457086
175.94111999999998,1581.3646624425871
176.183148,1586.0185551612817
176.425176,1596.0713005323557
176.66720399999997,1631.400898882859
176.909232,1660.927090895631
177.15125999999998,1697.3243413161115
185.62223999999998,884.9877797506664
185.86426799999998,896.8017512574626
186.106296,897.2013800599298
186.348324,897.9276727390636
186.59035199999997,921.399872826992
186.83237999999997,957.1689619521717
187.07440799999998,981.3124698382537
187.31643599999998,996.1317543559563
187.558464,996.4748953732751
187.800492,992.4851640249711
188.04252,933.2890579240119
188.28454799999997,913.7039919857859
188.52657599999998,907.7751008357419
188.76860399999998,907.2333662399545
189.010632,906.6653295984294
189.25266,909.9556426344784
189.49468799999997,908.9385156606521
189.736716,908.3516794179214
189.97874399999998,908.8202027082389
190.22077199999998,911.2357425946127
190.46279999999996,917.1915776237095
190.704828,923.3177115379734
190.946856,923.3705840799125
191.18888399999997,923.1517100443065
191.430912,925.2364896101399
191.67293999999998,926.7011538164197
191.914968,926.7917210674253
192.15699599999996,927.7215006757981
192.39902399999997,927.688596699236
192.64105199999997,926.947370520665
192.88307999999998,915.9948383809831
193.12510799999998,910.8875288731341
193.367136,909.3154054384761
193.609164,910.0680425145699
193.85119199999997,910.5882860435055
194.09321999999997,910.7861251564116
194.33524799999998,915.3559315162214
194.57727599999998,915.5677126488924
194.819304,915.8444891662014
195.06133199999996,915.8786084504362
195.30336,913.8216968271935
195.54538799999997,909.0946005087064
