"Line Probe: Direction [1,0,0] (cm)","Line Probe: Temperature (K)"
234.26986799999997,873.306508375972
234.51189599999998,873.2955892593561
234.75392399999996,873.2960887773597
234.99595199999996,873.267041698925
235.23797999999996,873.2183300624306
235.48000799999994,873.2789400412881
235.72203599999997,873.2678083457557
235.96406399999998,873.2596678846637
236.20609199999998,873.2530927081315
236.44811999999996,873.2389152534583
236.69014799999997,873.2544152463471
236.932176,873.2660585846322
237.174204,873.2799749839044
237.41623199999998,873.2782518920638
237.65825999999998,873.2790214445503
237.900288,873.3908906451777
238.14231599999997,873.3844539416934
238.38434399999997,873.3879792609639
238.62637199999995,873.3850120245003
238.86839999999995,873.3738952858926
239.11042799999998,873.1406838957099
239.352456,873.1136533297969
239.594484,873.0937757769008
239.83651199999997,873.0453612444405
240.07853999999998,873.0190063475138
240.32056799999995,873.0029326670835
240.562596,872.9763777082615
240.804624,872.9917821055911
241.046652,872.9937215020512
241.28867999999997,872.9678379453844
241.53070799999998,872.9772697586468
241.77273599999998,872.9524464145593
242.01476399999996,872.9267924401094
242.25679199999996,872.9463833499519
242.49881999999997,872.9758517179486
242.740848,873.1018801393332
242.98287599999998,873.1156664980426
243.22490399999998,873.1245111126436
243.46693199999999,873.223432534261
243.70895999999996,873.2548548181152
243.950988,873.2064973472892
244.193016,873.2595064515261
244.435044,873.3378105026255
244.67707199999998,873.3859693643545
244.9191,873.4371185928304
245.161128,873.5626858449787
245.40315599999997,873.5711354709026
245.64518399999997,873.5554588896998
245.88721199999995,873.5153401710154
246.12924,873.2944852775178
246.371268,873.2612301478728
246.613296,873.2410879698543
246.855324,873.2192462943585
247.09735199999997,873.2017322688151
247.33937999999998,873.1561407723465
247.581408,873.0854757677027
247.82343600000002,873.0816706159465
248.065464,873.088333171182
248.307492,873.0887983336789
248.54951999999997,873.1117674448795
248.79154799999998,873.285572515044
249.03357599999998,873.2923772343488
249.27560399999996,873.2909236187407
258.714696,873.3356284093021
258.956724,873.3279546147295
259.198752,873.3169207881448
259.44077999999996,873.3144888428076
259.68280799999997,873.4011311003877
259.92483599999997,873.3849906792681
260.166864,873.3592856173998
260.408892,873.350298546662
260.65092,873.3332119599852
260.892948,873.1079648313987
261.134976,873.1011344368065
261.377004,873.0865073569477
261.619032,873.0442098762499
261.86105999999995,873.0400478761524
262.10308799999996,873.0662282469173
262.345116,873.1082067615358
262.587144,873.1286723874842
262.82917199999997,873.1456110738652
263.0712,873.266206178269
263.313228,873.2924308608468
263.555256,873.3360721921498
263.797284,873.38263187446
264.03931199999994,873.363729228969
264.28133999999994,873.476422666581
