"Line Probe: Direction [1,0,0] (cm)","Line Probe: Density (kg/m^3)"
234.26986799999997,0.02911841611008999
234.51189599999998,0.028122085760846054
234.75392399999996,0.027860708367717334
234.99595199999996,0.02857633041122196
235.23797999999996,0.028771334530141676
235.48000799999994,0.02883498428038104
235.72203599999997,0.028006533154359456
235.96406399999998,0.027029447994866562
236.20609199999998,0.025704624174488547
236.44811999999996,0.022801279156377665
236.69014799999997,0.021667706736276403
236.932176,0.020964023478098122
237.174204,0.020693244666091407
237.41623199999998,0.020704587337164317
237.65825999999998,0.021177247419077457
237.900288,0.022212069352908332
238.14231599999997,0.02220163526334749
238.38434399999997,0.022228819777960745
238.62637199999995,0.021428085712620237
238.86839999999995,0.020705488107418193
239.11042799999998,0.019014910703867106
239.352456,0.018231158611945634
239.594484,0.0176456967752127
239.83651199999997,0.01692622185750253
240.07853999999998,0.016771920868902248
240.32056799999995,0.016751893257636947
240.562596,0.017031965252876084
240.804624,0.017231490025926832
241.046652,0.017367318925881642
241.28867999999997,0.017025161203801223
241.53070799999998,0.016802567203852224
241.77273599999998,0.016315054099915044
242.01476399999996,0.015536536687877212
242.25679199999996,0.015245023550938206
242.49881999999997,0.015055305145764588
242.740848,0.014744199635821562
242.98287599999998,0.014600244538041785
243.22490399999998,0.014472945449944007
243.46693199999999,0.014265104642912715
243.70895999999996,0.014139801227399398
243.950988,0.013992558901071395
244.193016,0.013544276507965239
244.435044,0.013364519241101413
244.67707199999998,0.013129480381209126
244.9191,0.012740440935897063
245.161128,0.012583988502616304
245.40315599999997,0.012396500778324047
245.64518399999997,0.012068704036854548
245.88721199999995,0.01193303068803353
246.12924,0.011675120609796405
246.371268,0.01157905268438138
246.613296,0.011455479671738971
246.855324,0.011163469463430718
247.09735199999997,0.011009611173640148
247.33937999999998,0.0108369745181798
247.581408,0.010523573304073618
247.82343600000002,0.010415992095068145
248.065464,0.010332723484343234
248.307492,0.010188241789804665
248.54951999999997,0.010180201713509002
248.79154799999998,0.010092767914064053
249.03357599999998,0.009955830319366527
249.27560399999996,0.00989289026339588
258.714696,0.0016195764274292172
258.956724,0.0014330215131321698
259.198752,0.00138311946608369
259.44077999999996,0.001359667754967168
259.68280799999997,0.0013347643823501906
259.92483599999997,0.001329668174811922
260.166864,0.0013239698058201323
260.408892,0.001321394878362748
260.65092,0.0013183873932589769
260.892948,0.0013121670970377263
261.134976,0.0013094145807597182
261.377004,0.0013060376087364964
261.619032,0.0013005299093738472
261.86105999999995,0.0012986010186731428
262.10308799999996,0.0012966440481405178
262.345116,0.0012930699520705047
262.587144,0.001291717091392185
262.82917199999997,0.0012905008865691462
263.0712,0.0012876368343269955
263.313228,0.001286214728490938
263.555256,0.0012848275491413566
263.797284,0.001282499776876279
264.03931199999994,0.0012810372210576321
264.28133999999994,0.0012797268371191742
264.523368,0.0012765843977060745
264.76539599999995,0.0012747265701100008
265.00742399999996,0.001273121647457377
265.24945199999996,0.0012706325760065266
265.49147999999997,0.0012697620579515032
249.51763199999996,0.0098324683901499
249.75965999999997,0.009765738114868356
250.00168799999994,0.009689357544306217
250.24371599999998,0.009608791074034784
250.48574399999998,0.009411477675514385
250.727772,0.009299552692446172
250.96979999999996,0.009204297083101963
251.21182799999997,0.009123760731324497
251.45385599999997,0.00910841962404272
251.695884,0.009115760560487924
251.93791199999998,0.00911007281011726
252.17994,0.009095898051369365
252.421968,0.009080962233053927
252.66399599999997,0.009081505379741167
252.90602399999997,0.009092085573913824
253.14805199999995,0.008980678764309597
253.39007999999995,0.00886011837492705
253.63210799999996,0.008758841982262181
253.874136,0.008672063177192314
254.116164,0.008670565906361165
254.35819199999997,0.008664628913139545
254.60021999999998,0.00853650723529889
254.84224799999996,0.008396865776909174
255.08427600000002,0.008207312515237819
255.326304,0.007715132519860634
255.568332,0.007390067723174794
255.81035999999997,0.007010979204214809
256.052388,0.006189656034070066
256.29441599999996,0.005722119281350228
256.53644399999996,0.0052140404463923385
256.77847199999997,0.00442072141005941
257.02049999999997,0.003979158168305744
257.262528,0.0035694808413805437
257.504556,0.0028359739577824587
257.746584,0.002525898251876461
257.988612,0.0023223636830946924
258.23064,0.0019262959706226883
258.47266799999994,0.0017590750302305526
210.551124,0.05821689000526046
210.79315199999996,0.06056056524548685
211.03517999999997,0.0654043425162622
211.277208,0.06675675841618216
211.519236,0.06968547028631597
211.76126399999998,0.07535875155598716
212.003292,0.07726440532347562
212.24531999999996,0.07892320204275594
212.48734799999997,0.08091232295557849
212.72937599999997,0.08097211829363055
212.97140399999995,0.080828816025269
213.213432,0.07964044554001033
213.45546,0.07872019413207239
213.697488,0.07751739286095281
213.93951599999997,0.0743163141550059
214.18154399999997,0.07285905539670927
214.42357199999998,0.07149209382244058
214.6656,0.06917881396120211
214.907628,0.06833563087742316
215.149656,0.06781903284223254
215.391684,0.06718230481597862
215.63371199999997,0.06710770801425049
215.87573999999998,0.06732158425812462
216.11776799999998,0.06820002488677304
216.35979599999996,0.0682972679203594
216.60182399999997,0.06873469816364738
216.84385199999994,0.0696203495518448
217.08588,0.07003289859854957
217.32790799999998,0.06982701102176389
217.56993599999998,0.06955324924065691
217.811964,0.06895167300545774
203.53231199999996,0.05964823692912977
203.77434,0.05930355164309748
204.016368,0.05851173325804092
204.258396,0.058162954645525754
204.50042399999998,0.05781048269278151
204.742452,0.05686609886741294
204.98447999999996,0.05654432433572769
205.22650799999997,0.05625608616429877
205.46853599999997,0.05572563497553873
205.71056399999995,0.05548586513614247
205.952592,0.055255997569086654
206.19462,0.05457523880544609
