"Line Probe: Direction [1,0,0] (cm)","Line Probe: Absolute Pressure (Pa)"
234.26986799999997,1625.7196269630222
234.51189599999998,1626.4520158318337
234.75392399999996,1627.358310753756
234.99595199999996,1630.5498955887451
235.23797999999996,1632.765576575941
235.48000799999994,1634.7171239311865
235.72203599999997,1638.2975538155588
235.96406399999998,1640.1561934921774
236.20609199999998,1642.2137596931134
236.44811999999996,1647.5000478662114
236.69014799999997,1650.5045381439413
236.932176,1653.480240330944
237.174204,1658.5851331580634
237.41623199999998,1660.7602278245904
237.65825999999998,1663.3992651491717
237.900288,1668.1646479101473
238.14231599999997,1669.8737249840487
238.38434399999997,1670.6801629635447
238.62637199999995,1671.09310638014
238.86839999999995,1670.7813191317546
239.11042799999998,1669.2671700097708
239.352456,1668.9416220624844
239.594484,1669.2333547406306
239.83651199999997,1672.0585967061925
240.07853999999998,1674.4902274032793
240.32056799999995,1677.8280895164207
240.562596,1684.818985435617
240.804624,1687.9063395962003
241.046652,1690.7329691279156
241.28867999999997,1693.541964463453
241.53070799999998,1693.7548923294526
241.77273599999998,1693.0956302629493
242.01476399999996,1689.993569469545
242.25679199999996,1687.9678368085442
242.49881999999997,1685.7717526761116
242.740848,1681.4052434400655
242.98287599999998,1679.7260579684953
243.22490399999998,1678.924056189906
243.46693199999999,1679.2256859993213
243.70895999999996,1679.798911028629
243.950988,1680.4383270537073
244.193016,1682.3890109129716
244.435044,1684.6594018854812
244.67707199999998,1687.0669538802904
244.9191,1690.2737521858216
245.161128,1692.1930925653141
245.40315599999997,1693.1753537869808
245.64518399999997,1694.0454911911947
245.88721199999995,1693.8055522939394
246.12924,1691.9067801150522
246.371268,1689.7518196767342
246.613296,1686.3874435377802
246.855324,1676.7127767646598
247.09735199999997,1670.9070065213018
247.33937999999998,1665.2281985075824
247.581408,1655.2387642463436
247.82343600000002,1650.9550768310437
248.065464,1647.2799301180203
248.307492,1641.2542968681519
248.54951999999997,1639.319106757015
248.79154799999998,1637.3308061143616
249.03357599999998,1632.6331399265182
249.27560399999996,1630.1085333957308
258.714696,1655.3665876828745
258.956724,1652.1953394810844
259.198752,1649.1420421005896
259.44077999999996,1646.067464809108
259.68280799999997,1637.53687698477
259.92483599999997,1632.3973704087257
260.166864,1623.7112729887303
260.408892,1620.6857892290136
260.65092,1618.5672938503994
260.892948,1617.4877817660017
261.134976,1617.8705604782008
261.377004,1619.4860600276297
261.619032,1625.190056695763
261.86105999999995,1628.5916665852128
262.10308799999996,1632.135172974362
262.345116,1636.7160276892973
262.587144,1637.9363539952901
262.82917199999997,1638.570335611439
263.0712,1638.975794267797
263.313228,1639.0968311197794
263.555256,1639.107877948074
263.797284,1639.1971794037672
264.03931199999994,1639.0837296054378
264.28133999999994,1638.7784647045628
264.523368,1637.3375628109789
264.76539599999995,1635.932373521544
265.00742399999996,1634.0209413125267
265.24945199999996,1628.8279885175143
265.49147999999997,1627.0459149756498
249.51763199999996,1627.5100553481461
249.75965999999997,1623.1956929702574
250.00168799999994,1621.5449066220608
250.24371599999998,1619.5318043181178
250.48574399999998,1615.2940470244357
250.727772,1612.7209380116255
250.96979999999996,1610.1031129935
251.21182799999997,1605.7228325246106
251.45385599999997,1604.0696413466212
251.695884,1602.6224162794679
251.93791199999998,1601.2181420222914
252.17994,1601.1061574164341
252.421968,1601.16305295231
252.66399599999997,1601.962280064603
252.90602399999997,1602.6812056438503
253.14805199999995,1604.5759886544547
253.39007999999995,1605.7644010783843
253.63210799999996,1607.2138146573561
253.874136,1611.1921743773273
254.116164,1613.784513991719
254.35819199999997,1616.7926527956006
254.60021999999998,1624.6354334155185
254.84224799999996,1629.0784835037339
255.08427600000002,1633.9085963981197
255.326304,1641.9016396370425
255.568332,1644.779184227562
255.81035999999997,1647.6247799881385
256.052388,1651.6499707296607
256.29441599999996,1652.6601535980735
256.53644399999996,1653.192046525408
256.77847199999997,1653.8751374941203
257.02049999999997,1654.621365346291
257.262528,1655.5096096632333
257.504556,1656.5917516763584
